TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Target
40.31999999999999,Debit,Milwaukee,Branch,37.0,Engineer,95.0,1.0,2686.52,Golden Age,0
127.44999999999982,Debit,Las Vegas,Online,44.0,Doctor,197.0,1.0,1772.06,Golden Age,0
56.170000000000186,Debit,Detroit,Branch,27.0,Student,283.0,1.0,1351.69,Golden Age,2
28.309999999999924,Credit,Miami,Online,59.0,Doctor,20.0,1.0,8334.47,Orang Tua,0
59.11999999999996,Debit,Baltimore,ATM,29.0,Doctor,257.0,1.0,9823.64,Golden Age,2
396.45,Debit,New York,ATM,49.0,Engineer,168.00000000000003,3.0,9690.15,Orang Tua,0
877.8100000000002,Debit,Los Angeles,Online,22.0,Student,150.0,1.0,399.0,Anak Muda,0
255.26000000000016,Credit,San Francisco,Branch,45.0,Doctor,50.00000000000001,1.0,14815.87,Orang Tua,1
124.76000000000003,Debit,Seattle,Branch,49.0,Engineer,45.0,1.0,5764.72,Orang Tua,1
78.13000000000005,Debit,Milwaukee,Branch,26.0,Student,145.0,1.0,900.61,Golden Age,0
649.28,Debit,San Jose,ATM,75.0,Retired,137.0,1.0,4875.86,Lansia,1
795.3100000000002,Debit,Mesa,ATM,66.0,Doctor,90.0,2.0,7914.879999999999,Lansia,0
335.6299999999999,Debit,Oklahoma City,Online,55.0,Retired,215.99999999999997,1.0,1019.39,Orang Tua,0
328.4700000000001,Debit,San Antonio,ATM,63.0,Retired,119.0,1.0,4323.66,Orang Tua,1
34.01999999999981,Debit,Philadelphia,Online,38.0,Doctor,18.999999999999996,1.0,14214.48,Golden Age,1
241.41999999999996,Credit,Charlotte,Online,57.0,Doctor,116.00000000000001,1.0,13357.02,Orang Tua,2
55.31999999999991,Debit,Tucson,ATM,19.0,Student,117.0,1.0,241.79000000000002,Anak Muda,1
304.3100000000001,Debit,Louisville,Branch,27.0,Student,33.0,1.0,868.61,Golden Age,0
435.27000000000015,Debit,Chicago,Branch,74.0,Retired,90.0,1.0,4673.28,Lansia,2
164.49000000000015,Debit,Baltimore,Branch,26.0,Student,75.0,1.0,1509.27,Golden Age,2
510.2399999999999,Debit,Oklahoma City,Online,19.0,Student,105.0,1.0,781.7,Anak Muda,0
626.8999999999994,Debit,Denver,Online,26.0,Student,138.0,1.0,265.51,Golden Age,2
22.01000000000017,Credit,Sacramento,Online,41.0,Engineer,175.0,1.0,1335.09,Golden Age,1
425.34,Credit,Kansas City,Online,69.0,Retired,121.0,1.0,3907.5399999999995,Lansia,0
424.56,Debit,Omaha,Online,51.0,Engineer,264.0,1.0,5183.85,Orang Tua,0
85.4300000000001,Debit,Virginia Beach,Branch,67.0,Doctor,145.0,1.0,14904.9,Lansia,1
169.49999999999977,Debit,San Diego,Branch,28.0,Student,142.0,1.0,918.8799999999999,Golden Age,1
104.62999999999987,Debit,Omaha,ATM,62.0,Retired,90.0,1.0,4477.78,Orang Tua,0
316.95000000000016,Debit,Mesa,Branch,25.0,Student,83.0,1.0,1324.03,Golden Age,0
60.540000000000084,Credit,Columbus,Branch,57.0,Retired,52.00000000000001,1.0,3534.93,Orang Tua,2
292.56000000000006,Credit,Dallas,Branch,68.0,Retired,61.00000000000001,1.0,4638.37,Lansia,2
386.5199999999998,Debit,Indianapolis,Branch,48.0,Engineer,28.0,1.0,5630.61,Orang Tua,0
112.07000000000015,Debit,Kansas City,Branch,23.0,Student,51.00000000000001,1.0,930.3,Anak Muda,0
568.5200000000002,Debit,Indianapolis,ATM,46.0,Engineer,151.99999999999997,1.0,5499.91,Orang Tua,0
263.9900000000001,Debit,Dallas,Branch,79.0,Retired,227.0,2.0,4175.02,Lansia,2
349.64000000000016,Debit,Las Vegas,Online,48.0,Engineer,226.0,1.0,6651.62,Orang Tua,0
601.3999999999999,Credit,Philadelphia,Branch,56.0,Engineer,104.0,1.0,8458.29,Orang Tua,1
5.769999999999997,Debit,Charlotte,Online,50.0,Doctor,123.99999999999999,1.0,13988.12,Orang Tua,2
201.33000000000015,Credit,Nashville,Branch,42.0,Engineer,186.0,1.0,2585.07,Golden Age,0
298.41999999999996,Debit,Indianapolis,Branch,56.0,Retired,225.0,1.0,3014.75,Orang Tua,0
521.06,Debit,Albuquerque,Branch,25.0,Student,128.0,1.0,1951.42,Golden Age,2
117.2800000000001,Credit,Austin,Online,60.0,Engineer,16.0,1.0,3665.77,Orang Tua,2
189.1200000000002,Credit,Indianapolis,Branch,32.0,Engineer,103.0,1.0,977.01,Golden Age,0
133.55000000000013,Debit,Atlanta,ATM,44.0,Engineer,220.0,1.0,3846.2800000000007,Golden Age,2
143.2100000000001,Debit,Dallas,Online,35.0,Engineer,135.0,1.0,6374.82,Golden Age,2
24.769999999999854,Debit,Boston,ATM,62.0,Retired,55.0,1.0,5866.01,Orang Tua,2
233.92000000000002,Credit,Jacksonville,Online,26.0,Student,280.0,1.0,6537.62,Golden Age,0
1212.5099999999995,Debit,Indianapolis,Branch,20.0,Student,24.0,1.0,605.9499999999999,Anak Muda,0
232.12000000000015,Debit,Fort Worth,ATM,37.0,Engineer,51.00000000000001,1.0,6689.87,Golden Age,1
211.36000000000007,Debit,Kansas City,Online,22.0,Student,113.0,1.0,634.17,Anak Muda,0
91.52999999999999,Debit,Milwaukee,Branch,44.0,Doctor,69.00000000000001,1.0,14676.05,Golden Age,0
120.28999999999998,Debit,Miami,Branch,19.0,Student,77.0,1.0,1362.39,Anak Muda,0
174.24999999999986,Debit,Seattle,Online,50.0,Doctor,67.0,1.0,10528.34,Orang Tua,1
183.70999999999992,Debit,Denver,ATM,38.0,Engineer,102.0,1.0,552.52,Golden Age,2
345.39000000000004,Credit,Phoenix,Branch,58.0,Engineer,80.0,1.0,6451.96,Orang Tua,1
922.5499999999998,Debit,Detroit,ATM,63.0,Retired,87.0,1.0,4715.84,Orang Tua,2
259.9100000000001,Debit,Denver,Online,49.0,Doctor,170.0,1.0,7176.86,Orang Tua,2
154.70999999999998,Debit,San Diego,Online,34.0,Doctor,157.0,1.0,1523.72,Golden Age,1
1340.1900000000005,Credit,Austin,Online,54.0,Engineer,30.0,1.0,8654.28,Orang Tua,2
24.56000000000016,Debit,Mesa,Branch,64.0,Doctor,69.00000000000001,1.0,9869.93,Orang Tua,0
568.0700000000002,Debit,Washington,ATM,48.0,Doctor,115.0,1.0,10556.81,Orang Tua,1
9.610000000000117,Credit,San Diego,Online,58.0,Doctor,179.0,1.0,12883.91,Orang Tua,1
392.9599999999998,Debit,Kansas City,Online,24.0,Student,100.00000000000001,1.0,791.65,Anak Muda,0
716.93,Credit,Milwaukee,Online,60.0,Retired,34.0,1.0,4064.02,Orang Tua,0
223.85000000000005,Debit,Kansas City,ATM,53.0,Engineer,55.0,4.0,2929.91,Orang Tua,0
230.65999999999997,Debit,Houston,Branch,21.0,Student,135.0,1.0,618.05,Anak Muda,0
442.1200000000002,Debit,Los Angeles,Online,19.0,Student,260.0,1.0,1375.8,Anak Muda,0
644.1699999999993,Debit,San Antonio,ATM,29.0,Engineer,72.0,1.0,1143.52,Golden Age,1
508.67999999999995,Credit,Mesa,Branch,51.0,Engineer,127.0,1.0,7708.41,Orang Tua,0
858.63,Credit,San Francisco,Branch,27.0,Student,185.0,1.0,1872.96,Golden Age,1
25.36000000000015,Debit,Louisville,ATM,57.0,Engineer,78.0,1.0,201.04,Orang Tua,0
147.62000000000003,Debit,Charlotte,Branch,71.0,Retired,133.0,1.0,2115.8,Lansia,2
115.01999999999992,Debit,San Antonio,Branch,37.0,Doctor,175.0,1.0,7643.66,Golden Age,1
383.3700000000002,Debit,Fort Worth,Branch,30.0,Engineer,24.0,1.0,8901.93,Golden Age,2
98.5399999999998,Credit,El Paso,Online,20.0,Student,167.0,1.0,9383.43,Anak Muda,2
83.23999999999984,Debit,Fort Worth,Branch,55.0,Doctor,164.0,1.0,1181.31,Orang Tua,2
196.15999999999985,Debit,Virginia Beach,Branch,27.0,Engineer,146.0,1.0,9418.86,Golden Age,1
129.94000000000014,Debit,Las Vegas,ATM,32.0,Engineer,235.0,1.0,7954.919999999999,Golden Age,0
306.9000000000002,Debit,Colorado Springs,Online,46.0,Engineer,51.00000000000001,1.0,9418.08,Orang Tua,2
114.97999999999986,Debit,Seattle,Online,59.0,Retired,80.0,1.0,6144.68,Orang Tua,1
756.5900000000001,Debit,Sacramento,Branch,27.0,Student,17.0,1.0,420.65,Golden Age,1
503.7599999999998,Debit,Los Angeles,Online,22.0,Student,35.0,1.0,447.82,Anak Muda,0
143.03000000000023,Debit,San Antonio,ATM,63.0,Retired,147.0,1.0,7981.450000000001,Orang Tua,1
1045.2200000000003,Debit,Columbus,ATM,53.0,Retired,73.0,1.0,1829.9,Orang Tua,2
245.5400000000001,Debit,New York,ATM,25.0,Student,180.0,1.0,985.0600000000001,Golden Age,0
254.3699999999998,Credit,Dallas,Online,51.0,Engineer,174.0,1.0,8849.26,Orang Tua,2
213.76000000000005,Credit,Dallas,ATM,78.0,Retired,282.0,1.0,3528.72,Lansia,2
327.8600000000002,Debit,Fresno,Online,40.0,Engineer,104.0,1.0,480.16,Golden Age,2
2.500000000000141,Debit,San Diego,Online,47.0,Doctor,107.0,1.0,12145.27,Orang Tua,1
300.08000000000004,Credit,Austin,Online,68.0,Doctor,47.0,1.0,13546.75,Lansia,2
56.97999999999998,Credit,Oklahoma City,ATM,43.0,Engineer,122.0,2.0,5688.37,Golden Age,0
407.64999999999986,Debit,Boston,Online,26.0,Engineer,61.99999999999999,1.0,8346.64,Golden Age,2
115.83000000000014,Debit,Fresno,Branch,39.0,Engineer,167.0,1.0,6481.04,Golden Age,2
53.5699999999999,Debit,Houston,ATM,69.0,Retired,121.0,1.0,1651.33,Lansia,0
63.33999999999983,Credit,Detroit,Online,46.0,Doctor,165.0,1.0,11174.94,Orang Tua,2
317.8699999999999,Debit,Detroit,Online,27.0,Student,91.0,1.0,145.5,Golden Age,2
331.65,Debit,Portland,Online,41.0,Engineer,61.00000000000001,1.0,4172.57,Golden Age,1
5.039999999999906,Debit,Washington,ATM,56.0,Retired,41.0,1.0,5558.36,Orang Tua,1
214.54,Credit,Detroit,Online,70.0,Doctor,247.0,1.0,11151.53,Lansia,2
598.8099999999998,Debit,Philadelphia,Branch,57.0,Doctor,158.0,1.0,1415.52,Orang Tua,1
841.28,Debit,Tucson,Online,26.0,Student,80.0,1.0,1103.64,Golden Age,1
38.150000000000176,Debit,Mesa,Online,26.0,Student,107.99999999999999,1.0,303.68,Golden Age,0
1036.6600000000003,Debit,San Antonio,Branch,58.0,Doctor,144.0,1.0,5541.57,Orang Tua,1
124.71999999999997,Debit,Oklahoma City,Branch,33.0,Engineer,105.0,1.0,6309.8,Golden Age,0
302.45000000000016,Credit,San Antonio,Branch,78.0,Retired,40.0,1.0,5133.61,Lansia,1
208.0399999999999,Debit,Louisville,Online,47.0,Engineer,273.0,1.0,9344.98,Orang Tua,0
5.769999999999997,Credit,Los Angeles,Branch,23.0,Student,254.0,1.0,1117.97,Anak Muda,0
381.32999999999987,Debit,Albuquerque,ATM,56.0,Doctor,75.0,1.0,11835.35,Orang Tua,2
16.160000000000057,Debit,Milwaukee,ATM,50.0,Doctor,123.99999999999999,1.0,14401.17,Orang Tua,0
486.0799999999999,Debit,Oklahoma City,Online,18.0,Student,68.00000000000001,1.0,1748.69,Anak Muda,0
336.3899999999998,Debit,San Antonio,Branch,21.0,Student,18.0,1.0,1000.46,Anak Muda,1
997.4300000000001,Debit,Seattle,Online,69.0,Doctor,118.0,1.0,6810.05,Lansia,1
234.57,Debit,Chicago,Online,23.0,Student,120.0,1.0,263.98,Anak Muda,2
6.000000000000148,Debit,Chicago,Online,30.0,Doctor,246.0,1.0,5442.76,Golden Age,2
1049.9200000000003,Debit,Detroit,ATM,80.0,Retired,21.000000000000004,1.0,2037.85,Lansia,2
227.13999999999993,Debit,Charlotte,ATM,18.0,Student,294.0,1.0,341.94,Anak Muda,2
233.74000000000018,Credit,Oklahoma City,Online,66.0,Retired,17.0,1.0,1066.59,Lansia,0
211.36000000000007,Credit,Jacksonville,Branch,69.0,Retired,166.0,1.0,6077.96,Lansia,0
45.85000000000002,Debit,Los Angeles,ATM,20.0,Student,91.99999999999999,1.0,1659.15,Anak Muda,0
973.3899999999995,Debit,Sacramento,Branch,77.0,Retired,296.0,1.0,2042.22,Lansia,1
211.36000000000007,Debit,New York,Online,41.0,Doctor,142.0,5.0,421.93,Golden Age,0
415.50000000000017,Debit,Memphis,ATM,66.0,Doctor,141.0,1.0,10113.66,Lansia,0
265.76000000000016,Debit,Philadelphia,Online,54.0,Retired,91.99999999999999,1.0,4446.17,Orang Tua,1
69.40000000000006,Debit,Virginia Beach,Online,80.0,Retired,113.0,1.0,6452.77,Lansia,1
332.9299999999999,Credit,Albuquerque,Branch,35.0,Engineer,293.0,1.0,2788.2,Golden Age,2
267.90000000000015,Debit,San Antonio,Online,20.0,Student,160.0,1.0,596.1599999999999,Anak Muda,1
496.02999999999975,Debit,San Francisco,Branch,61.0,Doctor,265.0,1.0,12904.66,Orang Tua,1
376.26000000000016,Debit,Tucson,ATM,37.0,Engineer,245.0,1.0,9062.4,Golden Age,1
83.01999999999991,Credit,Seattle,Online,36.0,Engineer,171.0,1.0,9009.56,Golden Age,1
93.25999999999995,Credit,New York,Online,20.0,Student,72.0,1.0,1152.2,Anak Muda,0
803.3699999999998,Credit,Memphis,Branch,68.0,Doctor,129.0,1.0,12168.37,Lansia,0
35.76000000000001,Debit,Charlotte,Branch,23.0,Student,122.0,1.0,611.8599999999999,Anak Muda,2
28.52999999999985,Debit,Washington,Online,62.0,Doctor,99.0,1.0,8670.53,Orang Tua,1
139.53000000000023,Credit,Louisville,Online,53.0,Doctor,177.0,1.0,10098.86,Orang Tua,0
307.56999999999977,Debit,Detroit,Branch,33.0,Doctor,285.0,1.0,5307.74,Golden Age,2
60.65000000000004,Credit,Tucson,Branch,56.0,Retired,53.00000000000001,1.0,1047.28,Orang Tua,1
74.8600000000002,Debit,Nashville,Branch,70.0,Doctor,125.0,1.0,6921.48,Lansia,0
211.36000000000007,Debit,Kansas City,Branch,51.0,Retired,137.0,1.0,1475.46,Orang Tua,0
231.91000000000003,Debit,Memphis,ATM,34.0,Engineer,165.0,1.0,112.76,Golden Age,0
126.20999999999998,Debit,Baltimore,Branch,75.0,Retired,268.0,1.0,5669.66,Lansia,2
506.28,Credit,Chicago,Online,53.0,Retired,162.0,2.0,1309.95,Orang Tua,2
304.3500000000002,Debit,Houston,Branch,31.0,Engineer,36.0,1.0,4057.1,Golden Age,0
281.8499999999999,Debit,Detroit,ATM,22.0,Student,109.0,1.0,1585.98,Anak Muda,2
777.88,Debit,Houston,Branch,31.0,Engineer,17.0,1.0,6825.55,Golden Age,0
119.18000000000012,Debit,Los Angeles,Branch,56.0,Retired,96.0,1.0,5516.5,Orang Tua,0
177.18999999999983,Debit,Chicago,Online,76.0,Retired,43.0,1.0,5343.3,Lansia,2
260.8800000000001,Debit,Denver,Branch,22.0,Student,36.0,1.0,903.05,Anak Muda,2
169.46999999999994,Debit,Chicago,Online,24.0,Student,18.999999999999996,1.0,1806.16,Anak Muda,2
73.22999999999995,Debit,Portland,Branch,26.0,Student,14.0,1.0,787.7399999999999,Golden Age,1
1362.55,Debit,El Paso,ATM,29.0,Engineer,106.0,1.0,2429.68,Golden Age,2
792.5700000000002,Debit,Baltimore,ATM,19.0,Student,164.0,1.0,770.37,Anak Muda,2
237.0599999999999,Debit,Phoenix,Online,71.0,Retired,45.99999999999999,1.0,1182.77,Lansia,1
34.16999999999984,Credit,Philadelphia,Online,54.0,Engineer,53.99999999999999,1.0,726.55,Orang Tua,1
740.2499999999999,Debit,Philadelphia,Online,41.0,Doctor,123.0,1.0,14464.3,Golden Age,1
453.5399999999999,Debit,Albuquerque,ATM,58.0,Doctor,82.0,1.0,12046.3,Orang Tua,2
300.47,Debit,Jacksonville,Branch,73.0,Retired,100.00000000000001,1.0,7885.64,Lansia,0
110.93000000000005,Credit,Virginia Beach,Branch,19.0,Student,201.0,1.0,1952.3499999999997,Anak Muda,1
201.68999999999988,Debit,Las Vegas,ATM,59.0,Doctor,299.0,1.0,7328.52,Orang Tua,0
399.2100000000001,Debit,Portland,ATM,59.0,Engineer,109.0,1.0,3210.39,Orang Tua,1
1041.8800000000003,Debit,Jacksonville,Online,78.0,Retired,57.0,1.0,5726.2,Lansia,0
630.3600000000002,Debit,Mesa,ATM,62.0,Retired,52.00000000000001,1.0,1363.65,Orang Tua,0
10.93999999999988,Credit,Philadelphia,ATM,60.0,Engineer,245.0,1.0,1241.99,Orang Tua,1
215.9,Debit,Los Angeles,ATM,38.0,Doctor,235.0,1.0,7873.280000000001,Golden Age,0
1422.5499999999993,Debit,Washington,Branch,79.0,Retired,165.0,1.0,5674.32,Lansia,1
226.36999999999978,Debit,Louisville,Branch,49.0,Doctor,141.0,1.0,9840.04,Orang Tua,0
444.89000000000004,Credit,Las Vegas,Branch,43.0,Doctor,101.0,1.0,10328.23,Golden Age,0
280.57,Credit,Virginia Beach,Online,25.0,Student,24.0,1.0,293.24,Golden Age,1
488.54,Debit,Jacksonville,Branch,52.0,Engineer,132.0,1.0,7486.63,Orang Tua,0
3.300000000000131,Credit,Los Angeles,Branch,50.0,Doctor,131.0,1.0,11385.37,Orang Tua,0
199.39000000000007,Debit,Colorado Springs,Branch,69.0,Retired,165.0,1.0,7264.79,Lansia,2
20.359999999999896,Debit,Tucson,Branch,62.0,Retired,75.0,1.0,2762.48,Orang Tua,1
113.63999999999987,Debit,Detroit,Online,45.0,Retired,32.0,1.0,6675.03,Orang Tua,2
493.1099999999998,Debit,Colorado Springs,Branch,53.0,Retired,236.0,1.0,7432.99,Orang Tua,2
307.4099999999999,Debit,Los Angeles,ATM,19.0,Student,14.0,1.0,1057.0,Anak Muda,0
11.179999999999835,Debit,Atlanta,Online,43.0,Doctor,161.0,1.0,5956.89,Golden Age,2
313.82000000000005,Debit,Tucson,Branch,59.0,Engineer,151.0,1.0,7261.59,Orang Tua,1
50.99999999999988,Debit,Seattle,Branch,64.0,Retired,107.0,1.0,4943.16,Orang Tua,1
140.98000000000016,Debit,Memphis,Branch,60.0,Engineer,100.00000000000001,1.0,8127.4800000000005,Orang Tua,0
288.04000000000013,Debit,Denver,ATM,68.0,Retired,63.0,1.0,1748.02,Lansia,2
800.55,Debit,Oklahoma City,ATM,31.0,Engineer,107.99999999999999,1.0,9660.22,Golden Age,0
485.5399999999999,Debit,Houston,ATM,46.0,Engineer,143.0,1.0,6371.51,Orang Tua,0
521.1499999999999,Debit,Kansas City,ATM,54.0,Doctor,214.0,1.0,9442.47,Orang Tua,0
321.79000000000013,Credit,Raleigh,ATM,63.0,Retired,112.0,1.0,5959.2,Orang Tua,1
304.92999999999984,Debit,Portland,ATM,65.0,Doctor,158.0,1.0,13531.22,Orang Tua,1
432.08,Debit,El Paso,ATM,40.0,Doctor,145.0,1.0,11500.62,Golden Age,2
694.1999999999999,Debit,Milwaukee,ATM,61.0,Retired,72.0,1.0,1389.37,Orang Tua,0
116.85999999999986,Debit,Louisville,ATM,55.0,Engineer,171.0,1.0,6706.56,Orang Tua,0
211.36000000000007,Credit,Detroit,Branch,57.0,Doctor,149.0,1.0,7175.29,Orang Tua,2
74.8799999999998,Debit,Atlanta,ATM,25.0,Student,202.0,1.0,420.67,Golden Age,2
211.36000000000007,Debit,Philadelphia,Branch,75.0,Retired,99.0,1.0,7323.53,Lansia,1
134.70000000000002,Debit,Fort Worth,ATM,50.0,Doctor,106.0,1.0,8395.85,Orang Tua,2
890.24,Credit,Las Vegas,Online,33.0,Engineer,161.0,1.0,5140.93,Golden Age,0
361.27000000000004,Debit,Omaha,ATM,63.0,Doctor,180.0,1.0,7945.57,Orang Tua,0
131.56000000000014,Debit,Charlotte,Branch,44.0,Doctor,42.00000000000001,1.0,5873.54,Golden Age,2
485.5100000000001,Credit,Milwaukee,Online,76.0,Retired,37.0,1.0,3074.45,Lansia,0
547.8700000000001,Debit,Columbus,ATM,64.0,Retired,131.0,1.0,6155.76,Orang Tua,2
457.2999999999999,Debit,Virginia Beach,Online,28.0,Engineer,15.0,1.0,8318.29,Golden Age,1
506.23999999999995,Debit,Chicago,ATM,58.0,Engineer,64.0,1.0,230.09,Orang Tua,2
486.5900000000001,Debit,Indianapolis,Branch,57.0,Retired,119.0,1.0,2513.56,Orang Tua,0
163.67999999999992,Debit,San Diego,Branch,41.0,Doctor,292.0,1.0,10090.05,Golden Age,1
581.6499999999999,Debit,Boston,ATM,22.0,Student,176.0,1.0,480.19000000000005,Anak Muda,2
52.009999999999984,Debit,Mesa,ATM,48.0,Doctor,85.0,1.0,1120.88,Orang Tua,0
630.24,Debit,Boston,ATM,21.0,Student,61.99999999999999,1.0,370.81,Anak Muda,2
523.74,Debit,Oklahoma City,ATM,43.0,Doctor,159.0,1.0,13498.55,Golden Age,0
705.6000000000001,Debit,Phoenix,Branch,40.0,Doctor,123.99999999999999,3.0,14804.7,Golden Age,1
217.5,Credit,Denver,Branch,46.0,Engineer,35.0,1.0,3057.4,Orang Tua,2
91.48000000000012,Debit,Fort Worth,ATM,51.0,Doctor,141.0,1.0,14942.779999999999,Orang Tua,2
5.250000000000025,Debit,San Jose,ATM,39.0,Doctor,49.0,1.0,14143.32,Golden Age,1
54.03000000000021,Credit,Milwaukee,ATM,56.0,Retired,161.0,1.0,6736.3,Orang Tua,0
736.7299999999998,Debit,Memphis,Branch,48.0,Engineer,10.0,1.0,3313.07,Orang Tua,0
368.91000000000025,Debit,Virginia Beach,Branch,54.0,Doctor,14.0,1.0,829.7099999999999,Orang Tua,1
33.059999999999995,Credit,Fort Worth,Online,53.0,Retired,170.0,1.0,1540.87,Orang Tua,2
66.50000000000016,Credit,Louisville,Online,32.0,Engineer,144.0,1.0,6820.23,Golden Age,0
177.07999999999987,Debit,Las Vegas,Branch,35.0,Doctor,85.0,1.0,13475.14,Golden Age,0
588.54,Debit,Portland,Branch,32.0,Engineer,130.0,1.0,714.4499999999999,Golden Age,1
173.50000000000014,Debit,Nashville,ATM,21.0,Student,282.0,1.0,1306.91,Anak Muda,0
78.32999999999994,Credit,Memphis,Online,56.0,Engineer,189.0,1.0,7255.33,Orang Tua,0
40.66000000000011,Debit,Louisville,Branch,59.0,Retired,156.0,1.0,1153.84,Orang Tua,0
97.21999999999984,Credit,Atlanta,Branch,77.0,Retired,55.0,1.0,6647.73,Lansia,2
34.07000000000011,Debit,Philadelphia,Branch,22.0,Student,81.0,1.0,8709.77,Anak Muda,1
492.06000000000006,Debit,Fresno,Online,23.0,Student,74.0,1.0,857.9,Anak Muda,2
842.0100000000001,Credit,Virginia Beach,Online,53.0,Doctor,185.0,1.0,509.45000000000005,Orang Tua,1
73.55000000000004,Debit,Atlanta,ATM,51.0,Engineer,158.0,1.0,2812.06,Orang Tua,2
760.5300000000001,Debit,Phoenix,Online,57.0,Engineer,118.0,1.0,6179.91,Orang Tua,1
273.07999999999987,Credit,Houston,Branch,45.0,Engineer,134.0,1.0,6609.3,Orang Tua,0
371.68999999999994,Debit,San Francisco,Branch,67.0,Retired,143.0,1.0,3484.32,Lansia,1
218.96000000000018,Debit,Seattle,ATM,18.0,Student,13.0,1.0,754.21,Anak Muda,1
227.39000000000013,Debit,Atlanta,Online,18.0,Student,65.0,1.0,751.09,Anak Muda,2
237.98999999999987,Credit,Kansas City,Branch,39.0,Doctor,86.0,1.0,8510.09,Golden Age,0
186.60000000000002,Debit,Fort Worth,Online,58.0,Doctor,13.0,1.0,1508.72,Orang Tua,1
341.15000000000015,Debit,San Jose,Online,18.0,Student,148.0,1.0,511.36999999999995,Anak Muda,1
434.5799999999997,Debit,Memphis,ATM,59.0,Doctor,215.0,1.0,12648.32,Orang Tua,0
312.8799999999999,Credit,Portland,Branch,54.0,Engineer,44.0,1.0,233.21,Orang Tua,1
75.15000000000002,Debit,Boston,ATM,23.0,Student,154.0,1.0,1092.92,Anak Muda,2
23.29999999999987,Debit,Los Angeles,ATM,59.0,Engineer,161.0,1.0,6711.15,Orang Tua,0
47.38000000000011,Credit,Seattle,Online,25.0,Student,61.00000000000001,1.0,459.37,Golden Age,1
512.81,Debit,Sacramento,Branch,79.0,Retired,30.0,1.0,6994.34,Lansia,1
488.15000000000003,Debit,Louisville,Branch,43.0,Engineer,168.00000000000003,1.0,7071.09,Golden Age,0
12.819999999999878,Debit,Fort Worth,ATM,44.0,Engineer,156.0,1.0,9045.19,Golden Age,2
66.89999999999993,Credit,Charlotte,Online,79.0,Retired,129.0,4.0,5238.71,Lansia,2
535.9099999999999,Debit,Las Vegas,Online,43.0,Engineer,22.0,1.0,9642.12,Golden Age,0
270.71999999999997,Credit,Washington,Online,26.0,Engineer,53.00000000000001,1.0,6263.96,Golden Age,1
